family,genus,group,SRLI_2024_analysis,WCVP_status,WCVP_accepted_name,WCVP_current_id,RL_2000,RL_2010,RL_2020,RL_2000_10yr,RL_2010_10yr,RL_2020_10yr,RL_2000_20yr,RL_2010_20yr,RL_2020_20yr,RL_2000_30yr,RL_2010_30yr,RL_2020_30yr,Status_change,stats_change_A
Fabaceae,Abarema,Legumes,include,Accepted,Abarema cochliacarpos (Gomes) Barneby & J.W.Grimes,1020872-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,Non_genuine_2010-2020,Non_genuine_2010-2020
Fabaceae,Jupunba,Legumes,include,Homotypic_Synonym,"Jupunba curvicarpa (H.S.Irwin) M.V.B.Soares, M.P.Morim & Iganci",77218552-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Abrus,Legumes,include,Accepted,Abrus fruticulosus Wall. ex Wight & Arn.,469592-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Fabaceae,Abrus,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Acacia,Legumes,include,Accepted,Acacia aemula Maslin,991279-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Vachellia,Legumes,include,Accepted,Vachellia allenii (D.H.Janzen) Seigler & Ebinger,60441187-2,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,Non_genuine_2010-2020,Non_genuine_2010-2020
Fabaceae,Acacia,Legumes,include,Accepted,Acacia alpina F.Muell.,469682-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Senegalia,Legumes,include,Accepted,Senegalia amazonica (Benth.) Seigler & Ebinger,60445196-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia aneura F.Muell. ex Benth.,469715-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Senegalia,Legumes,include,Accepted,Senegalia ankokib (Chiov.) Kyal. & Boatwr.,77130758-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia aphylla Maslin,469732-1,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia aprica Maslin & A.R.Chapm.,1008312-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia argyraea Tindale,469747-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia asepala Maslin,1008232-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia ataxiphylla Benth.,469774-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia auratiflora R.S.Cowan & Maslin,1008287-1,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia auriculiformis A.Cunn. ex Benth.,469784-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia ausfeldii Regel,469790-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia basedowii Maiden,469813-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Vachellia,Legumes,include,Accepted,Vachellia belairioides (Urb.) Seigler & Ebinger,60441192-2,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia betchei Maiden & Blakely,469831-1,LC,LC,LC,LC,LC,LC,LC,NT,LC,LC,NT,NT,No_change,Genuine_2000-2010
Fabaceae,Acacia,Legumes,include,Accepted,Acacia bifaria Maslin,991277-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia brachypoda Maslin,939610-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Fabaceae,Vachellia,Legumes,include,Accepted,Vachellia bussei (Harms ex Y.Sjöstedt) Kyal. & Boatwr.,77131695-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Senegalia,Legumes,include,Homotypic_Synonym,"Senegalia caesia (L.) Maslin, Seigler & Ebinger",77132504-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia castanostegia Maslin,1008238-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia chrysotricha Tindale,469986-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia confluens Maiden & Blakely,470038-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia crassiuscula H.L.Wendl.,470076-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia cyperophylla F.Muell. ex Benth.,470116-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Senegalia,Legumes,include,Accepted,"Senegalia delavayi (Franch.) Maslin, Seigler & Ebinger",77132506-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Acacia,Legumes,include,Accepted,Acacia dempsteri F.Muell.,470149-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Senegalia,Legumes,include,Accepted,"Senegalia donaldi (Haines) Ragup., Seigler, Ebinger & Maslin",77138709-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Fabaceae,Acacia,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Acacia,Legumes,include,Accepted,Acacia ensifolia Pedley,470251-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia eremophila W.Fitzg.,470258-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia euthyphylla Maslin,1008247-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia excelsa Benth.,470288-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia fimbriata A.Cunn. ex G.Don,470327-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia formidabilis C.A.Gardner ex R.S.Cowan & Maslin,1008309-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Senegalia,Legumes,include,Accepted,Senegalia gilliesii (Steud.) Seigler & Ebinger,60445205-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia glaucocarpa Maiden & Blakely,470418-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia gracilenta Tindale & Kodela,968169-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia graniticola Maslin,1008250-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Senegalia,Legumes,include,Accepted,Senegalia hecatophylla (Steud. ex A.Rich.) Kyal. & Boatwr.,77130789-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia hilliana Maiden,470522-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia hippuroides Heward ex Benth.,470524-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,exclude,Unplaced,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Acacia,Legumes,include,Accepted,Acacia homaloclada F.Muell.,470541-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Acacia,Legumes,include,Accepted,Acacia imitans Maslin,1008253-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia jacksonioides Maslin,470618-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia jennerae Maiden,470623-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia koa A.Gray,470659-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia lanigera A.Cunn.,470686-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Vachellia,Legumes,include,Accepted,Vachellia leucospira (Brenan) Kyal. & Boatwr.,77131740-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia linearifolia J.Forbes,60476999-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia loderi Maiden,470778-1,NT,NT,NT,LC,LC,VU,LC,LC,LC,LC,LC,NT,No_change,genuine_2010-2020
Fabaceae,Acacia,Legumes,include,Accepted,Acacia longipedunculata Pedley,470783-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia melvillei Pedley,470877-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Senegalia,Legumes,include,Accepted,Senegalia menabeensis (Villiers & Du Puy) Boatwr.,77150523-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Fabaceae,Acacia,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Acacia,Legumes,include,Accepted,Acacia mitchellii Benth.,470914-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia mitodes A.S.George,1010665-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia montana Benth.,470927-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Vachellia,Legumes,include,Accepted,Vachellia negrii (Pic.Serm.) Kyal. & Boatwr.,77131749-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia neurophylla W.Fitzg.,470985-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia octonervia R.S.Cowan & Maslin,972740-1,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Fabaceae,Acacia,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Acacia,Legumes,include,Accepted,Acacia pachycarpa F.Muell. ex Benth.,471058-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia pachyphylla Maslin,1008268-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia pendula A.Cunn. ex G.Don,471106-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia petraea Pedley,471135-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia phasmoides J.H.Willis,471139-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia phlebocarpa F.Muell.,471141-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia phlebopetala Maslin,471142-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Senegalia,Legumes,include,Accepted,Senegalia piauhiensis (Benth.) Bocage & L.P.Queiroz,77085271-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Senegalia,Legumes,include,Accepted,"Senegalia pluricapitata (Steud.) Maslin, Seigler & Ebinger",77132523-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Senegalia,Legumes,include,Accepted,"Senegalia pluriglandulosa (Verdc.) Maslin, Seigler & Ebinger",77132524-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Acacia,Legumes,include,Accepted,Acacia preissiana (Meisn.) Maslin,471203-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia pygmaea Maslin,981027-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia quornensis J.M.Black,471289-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia repanda R.S.Cowan & Maslin,981015-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia resinocostata Pedley,471306-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Senegalia,Legumes,include,Accepted,Senegalia riparia (Kunth) Britton & Rose,518296-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia semirigida Maiden & Blakely,471433-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia sericata A.Cunn. ex Benth.,471444-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia sericoflora Pedley,471449-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia shirleyi Maiden,471465-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Senegalia,Legumes,include,Accepted,Senegalia somalensis (Vatke) Kyal. & Boatwr.,77131661-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Fabaceae,Senegalia,Legumes,include,Accepted,"Senegalia tawitawiensis (I.C.Nielsen) Maslin, Seigler & Ebinger",77132528-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Vachellia,Legumes,include,Accepted,Vachellia torrei (Brenan) Kyal. & Boatwr.,77131789-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Homotypic_Synonym,Mimosa trinervis Desf. ex F.Dietr.,2374072-4,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Acacia,Legumes,include,Accepted,Acacia trineura F.Muell.,471685-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia ulicifolia (Salisb.) Court,471703-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia vincentii R.S.Cowan & Maslin,939603-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Acacia,Legumes,include,Accepted,Acacia viscidula Benth.,471775-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Velloziaceae,Acanthochlamys,Monocots,include,Accepted,Acanthochlamys bracteata P.C.Kao,957775-1,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Orchidaceae,Acianthera,Monocots,include,Accepted,Acianthera bicarinata (Lindl.) Pridgeon & M.W.Chase,1121505-2,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Orchidaceae,Acianthera,Monocots,include,Accepted,Acianthera hondurensis (Ames) Pridgeon & M.W.Chase,1032902-2,LC,LC,LC,LC,LC,LC,LC,NT,LC,LC,NT,NT,No_change,genuine_2000-2010
Orchidaceae,Acianthera,Monocots,include,Accepted,Acianthera scalpricaulis (Luer) Pridgeon & M.W.Chase,1015628-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Amaryllidaceae,Acis,Monocots,include,Accepted,Acis autumnalis (L.) Sweet,77084799-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Acroceras,Monocots,include,Accepted,Acroceras zizanioides (Kunth) Dandy,3538-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Adenocarpus,Legumes,include,Accepted,Adenocarpus viscosus (Willd.) Webb & Berthel.,472218-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Adenodolichos,Legumes,include,Accepted,Adenodolichos kaessneri Harms,472235-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Adenolobus,Legumes,include,Accepted,Adenolobus pechuelii (Kuntze) Korcz. & Hillc.,472252-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Adesmia,Legumes,include,Accepted,Adesmia aegiceras Phil.,472259-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Adesmia,Legumes,include,Accepted,Adesmia aphanantha (Speg.) Burkart,4466-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Adesmia,Legumes,include,Accepted,Adesmia balsamica Bertero ex Colla,472289-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Adesmia,Legumes,include,Accepted,Adesmia calycicomosa Burkart,4502-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Adesmia,Legumes,include,Accepted,Adesmia cordobensis Burkart,4524-2,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Fabaceae,Adesmia,Legumes,include,Accepted,Adesmia elegans Clos,4551-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Adesmia,Legumes,include,Accepted,Adesmia glomerula Clos,4580-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Adesmia,Legumes,include,Accepted,Adesmia inflexa Griseb.,472420-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NA,NA
Fabaceae,Adesmia,Legumes,include,Accepted,Adesmia microcalyx Phil.,4654-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Adesmia,Legumes,include,Accepted,Adesmia microphylla Hook. & Arn.,472456-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Adesmia,Legumes,include,Accepted,Adesmia muricata (Jacq.) DC.,1182249-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Adesmia,Legumes,include,Accepted,Adesmia papposa (Lag.) DC.,1207640-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Adesmia,Legumes,include,Accepted,Adesmia parviflora Clos,4693-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Adesmia,Legumes,include,Accepted,Adesmia peraltae (Reiche) Phil. ex Dyer,472500-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Adesmia,Legumes,include,Accepted,Adesmia pungens Clos,4723-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Adesmia,Legumes,include,Accepted,Adesmia sanjuanensis Burkart,4754-2,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Fabaceae,Adesmia,Legumes,include,Accepted,Adesmia trifoliolata Gillies ex Hook. & Arn.,4786-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Bromeliaceae,Aechmea,Monocots,include,Accepted,Aechmea candida É.Morren ex Baker,271658-2,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Bromeliaceae,Aechmea,Monocots,include,Accepted,Aechmea cymosopaniculata Baker,121614-1,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,No_change,No_change
Bromeliaceae,Aechmea,Monocots,include,Accepted,Aechmea kleinii Reitz,271711-2,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Bromeliaceae,Aechmea,Monocots,include,Accepted,Aechmea manzanaresiana H.Luther,317871-2,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Bromeliaceae,Aechmea,Monocots,include,Accepted,Aechmea pimenti-velosoi Reitz,271743-2,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Bromeliaceae,Aechmea,Monocots,include,Accepted,Aechmea prancei L.B.Sm.,5575-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Poaceae,Aegilops,Monocots,include,Accepted,Aegilops biuncialis Vis.,384562-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Muhlenbergia,Monocots,include,Accepted,Muhlenbergia cenchroides (Humb. & Bonpl. ex Willd.) P.M.Peterson,77107520-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Orchidaceae,Aeranthes,Monocots,include,Accepted,"Aeranthes carnosa Toill.-Gen., Ursch & Bosser",615079-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,Non_genuine_2010-2020,Non_genuine_2010-2020
Orchidaceae,Aeranthes,Monocots,include,Accepted,Aeranthes tropophila Bosser,615120-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,Non_genuine_2010-2020,Non_genuine_2010-2020
Fabaceae,Aeschynomene,Legumes,include,Accepted,Aeschynomene angolensis Rossberg,472644-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Fabaceae,Ctenodon,Legumes,include,Accepted,"Ctenodon brasilianus (Poir.) D.B.O.S.Cardoso, P.L.R.Moraes & H.C.Lima",77211517-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Ctenodon,Legumes,include,Accepted,"Ctenodon brevipes (Benth.) D.B.O.S.Cardoso, P.L.R.Moraes & H.C.Lima",77211518-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Ctenodon,Legumes,include,Homotypic_Synonym,"Ctenodon gracilis (Vogel) D.B.O.S.Cardoso, P.L.R.Moraes & H.C.Lima",77211894-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Aeschynomene,Legumes,include,Accepted,Aeschynomene kerstingii Harms,472793-1,LC,LC,LC,NT,NT,NT,NT,NT,NT,NT,NT,VU,No_change,genuine_2010-2020
Fabaceae,Ctenodon,Legumes,include,Homotypic_Synonym,Ctenodon langlassei (Micheli ex Rudd) A.Delgado,77215952-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Ctenodon,Legumes,include,Homotypic_Synonym,"Ctenodon marginatus (Benth.) D.B.O.S.Cardoso, P.L.R.Moraes & H.C.Lima",77215955-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Aeschynomene,Legumes,include,Accepted,Aeschynomene multicaulis Harms,472845-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
