powo_id,family,genus,species,taxon_name,taxon_authors,Threat.status,EDGE,EDGE_rank,ED,ED_rank,lifeform_description,accepted_plant_name_id
60436312-2,Cycadaceae,Cycas,bifida,Cycas bifida,(Dyer) K.D.Hill,VU,-0.98,427,7.54,443,subshrub,383290
980287-1,Cycadaceae,Cycas,bougainvilleana,Cycas bougainvilleana,K.D.Hill,NT,-3.79,625,5.65,680,shrub,383291
60436309-2,Cycadaceae,Cycas,brachycantha,Cycas brachycantha,"K.D.Hill, H.T.Nguyen & P.K.Lôc",NT,-3.49,589,7.6,431,subshrub or shrub,383292
968181-1,Cycadaceae,Cycas,brunnea,Cycas brunnea,K.D.Hill,NT,-3.67,609,6.37,575,shrub,383294
296985-1,Cycadaceae,Cycas,cairnsiana,Cycas cairnsiana,F.Muell.,VU,-1.5,491,4.46,888,shrub or tree,383296
296986-1,Cycadaceae,Cycas,calcicola,Cycas calcicola,Maconochie,LC,-8.02,877,6.59,553,shrub,383297
980283-1,Cycadaceae,Cycas,campestris,Cycas campestris,K.D.Hill,NT,-3.64,608,6.54,566,shrub,383298
976799-1,Cycadaceae,Cycas,canalis,Cycas canalis,K.D.Hill,LC,-7.28,750,13.81,201,shrub or tree,383299
77064417-1,Cycadaceae,Cycas,candida,Cycas candida,K.D.Hill,EN,1,284,6.48,568,NA,383301
77109609-1,Cycadaceae,Cycas,cantafolia,Cycas cantafolia,"Jutta, K.L.Chew & Saw",NE,1.83,107,6.46,569,shrub or tree,466711
1007288-1,Cycadaceae,Cycas,chamaoensis,Cycas chamaoensis,K.D.Hill,CR,2.08,65,8.25,384,shrub or tree,383303
1005751-1,Cycadaceae,Cycas,changjiangensis,Cycas changjiangensis,N.Liu,EN,1.47,214,10.34,276,subshrub,383305
296989-1,Cycadaceae,Cycas,chevalieri,Cycas chevalieri,Leandri,NT,-3.29,568,9.27,331,shrub,383306
328822-2,Cycadaceae,Cycas,circinalis,Cycas circinalis,L.,EN,0.96,291,6.21,608,shrub or tree,383307
1007290-1,Cycadaceae,Cycas,clivicola,Cycas clivicola,K.D.Hill,LC,-7.92,848,7.28,472,shrub or tree,383329
60436305-2,Cycadaceae,Cycas,collina,Cycas collina,"K.D.Hill, H.T.Nguyen & P.K.Lôc",VU,-0.93,421,7.91,406,subshrub or shrub,383331
60436316-2,Cycadaceae,Cycas,condaoensis,Cycas condaoensis,K.D.Hill & S.L.Yang,VU,-1,431,7.36,462,shrub,383333
973040-1,Cycadaceae,Cycas,conferta,Cycas conferta,Chirgwin,NT,-3.31,570,9.09,341,shrub,383334
968180-1,Cycadaceae,Cycas,couttsiana,Cycas couttsiana,K.D.Hill,NT,-3.97,642,4.74,835,shrub,383336
20003009-1,Cycadaceae,Cycas,cupida,Cycas cupida,P.I.Forst.,VU,-1.08,445,6.77,530,shrub,383338
988557-1,Cycadaceae,Cycas,curranii,Cycas curranii,(J.Schust.) K.D.Hill,CR,1.9,88,6.87,512,shrub,383339
60466070-2,Cycadaceae,Cycas,darshii,Cycas darshii,R.C.Srivast. & Jana,NE,1.89,92,6.83,520,shrub or tree,493850
999350-1,Cycadaceae,Cycas,debaoensis,Cycas debaoensis,Y.C.Zhong & C.J.Chen,CR,2,76,7.6,430,shrub,383340
984849-1,Cycadaceae,Cycas,desolata,Cycas desolata,P.I.Forst.,VU,-1.1,449,6.68,547,shrub,383341
996866-1,Cycadaceae,Cycas,diannanensis,Cycas diannanensis,Z.T.Guan & G.D.Tao,VU,-0.94,422,7.83,410,shrub,383342
60436310-2,Cycadaceae,Cycas,dolichophylla,Cycas dolichophylla,"K.D.Hill, H.T.Nguyen & P.K.Lôc",NT,-3.33,571,8.91,352,shrub,383344
1004281-1,Cycadaceae,Cycas,edentata,Cycas edentata,de Laub.,NT,-3.62,606,6.68,546,shrub or tree,383346
20012496-1,Cycadaceae,Cycas,elephantipes,Cycas elephantipes,A.Lindstr. & K.D.Hill,EN,1.08,274,6.99,497,shrub,383347
993109-1,Cycadaceae,Cycas,elongata,Cycas elongata,(Leandri) D.Y.Wang,EN,1.24,245,8.26,383,shrub or tree,383348
1008164-1,Cycadaceae,Cycas,falcata,Cycas falcata,K.D.Hill,VU,-1.01,434,7.28,470,shrub or tree,383350
980748-1,Cycadaceae,Cycas,ferruginea,Cycas ferruginea,F.N.Wei,NT,-3.6,604,6.81,523,shrub,383351
60436306-2,Cycadaceae,Cycas,fugax,Cycas fugax,"K.D.Hill, H.T.Nguyen & P.K.Lôc",CR,1.88,97,6.74,537,subshrub,383352
122237-3,Cycadaceae,Cycas,furfuracea,Cycas furfuracea,W.Fitzg.,LC,-8.44,1002,4.34,913,shrub,383353
296997-1,Cycadaceae,Cycas,glauca,Cycas glauca,Miq.,DD,1.85,105,6.54,565,shrub or tree,383354
901808-1,Cycadaceae,Cycas,guizhouensis,Cycas guizhouensis,K.M.Lan & R.F.Zou,VU,-0.94,423,7.83,411,shrub,383358
297043-1,Cycadaceae,Cycas,taiwaniana,Cycas taiwaniana,Carruth.,EN,1.01,283,6.52,567,shrub,383457
60436308-2,Cycadaceae,Cycas,hoabinhensis,Cycas hoabinhensis,L.K.Phan & H.T.Nguyen,EN,1.77,119,13.92,199,perennial or lithophyte,383360
993111-1,Cycadaceae,Cycas,hongheensis,Cycas hongheensis,S.Y.Yang & S.L.Yang,CR,2.48,28,12.3,223,shrub,383361
77085021-1,Cycadaceae,Cycas,indica,Cycas indica,A.Lindstr. & K.D.Hill,NE,1.77,117,6.06,625,shrub,381365
297004-1,Cycadaceae,Cycas,inermis,Cycas inermis,Lour.,VU,-1.01,437,7.28,474,shrub,383364
1004283-1,Cycadaceae,Cycas,javana,Cycas javana,(Miq.) de Laub.,EN,1.04,281,6.74,535,shrub or tree,383367
77091356-1,Cycadaceae,Cycas,lacrimans,Cycas lacrimans,A.Lindstr. & K.D.Hill,NE,1.91,87,6.93,506,shrub,381492
297010-1,Cycadaceae,Cycas,lane-poolei,Cycas lane-poolei,C.A.Gardner,LC,-7.97,866,6.88,508,shrub,383371
996222-1,Cycadaceae,Cycas,lindstromii,Cycas lindstromii,"S.L.Yang, K.D.Hill & Hiep",EN,1.33,233,8.97,349,subshrub,383372
992111-1,Cycadaceae,Cycas,maconochiei,Cycas maconochiei,Chirgwin & K.D.Hill,LC,-8.14,916,5.82,661,shrub,383380
297011-1,Cycadaceae,Cycas,macrocarpa,Cycas macrocarpa,Griff.,VU,-0.69,406,10.05,288,tree,383383
297013-1,Cycadaceae,Cycas,media,Cycas media,R.Br.,LC,-8.12,909,5.98,634,shrub or tree,383385
968177-1,Cycadaceae,Cycas,megacarpa,Cycas megacarpa,K.D.Hill,VU,-0.72,409,9.69,312,shrub,383392
297014-1,Cycadaceae,Cycas,micholitzii,Cycas micholitzii,Dyer,VU,-1.07,441,6.87,513,subshrub,383393
980286-1,Cycadaceae,Cycas,micronesica,Cycas micronesica,K.D.Hill,EN,0.9,300,5.84,658,shrub or tree,383396
77102391-1,Cycadaceae,Cycas,montana,Cycas montana,A.Lindstr. & K.D.Hill,NE,1.82,110,6.37,576,shrub,457043
979059-1,Cycadaceae,Cycas,multipinnata,Cycas multipinnata,C.J.Chen & S.Y.Yang,EN,1.51,203,10.73,261,NA,383401
297016-1,Cycadaceae,Cycas,nathorstii,Cycas nathorstii,J.Schust.,VU,-1.09,447,6.73,539,shrub,383402
77091357-1,Cycadaceae,Cycas,nitida,Cycas nitida,K.D.Hill & A.Lindstr.,NE,1.87,101,6.68,545,shrub or tree,381493
1007289-1,Cycadaceae,Cycas,nongnoochiae,Cycas nongnoochiae,K.D.Hill,VU,-1,430,7.37,459,shrub,383403
968178-1,Cycadaceae,Cycas,ophiolitica,Cycas ophiolitica,K.D.Hill,VU,-1.46,488,4.64,859,shrub,383405
976798-1,Cycadaceae,Cycas,orientis,Cycas orientis,K.D.Hill,LC,-7.6,777,10,294,shrub,383406
60436315-2,Cycadaceae,Cycas,pachypoda,Cycas pachypoda,K.D.Hill,CR,1.86,103,6.62,550,shrub,383407
897502-1,Cycadaceae,Cycas,panzhihuaensis,Cycas panzhihuaensis,L.Zhou & S.Y.Yang,VU,-0.57,395,11.28,246,shrub,383410
297020-1,Cycadaceae,Cycas,papuana,Cycas papuana,F.Muell.,NT,-3.6,603,6.86,517,shrub or tree,383411
297022-1,Cycadaceae,Cycas,pectinata,Cycas pectinata,Buch.-Ham.,VU,-0.4,390,13.44,207,shrub or tree,383413
20012495-1,Cycadaceae,Cycas,petraea,Cycas petraea,A.Lindstr. & K.D.Hill,NT,-2.92,544,13.51,204,shrub,383416
968179-1,Cycadaceae,Cycas,platyphylla,Cycas platyphylla,K.D.Hill,EN,0.65,332,4.57,869,shrub,383417
1007287-1,Cycadaceae,Cycas,pranburiensis,Cycas pranburiensis,"S.L.Yang, W.Tang, K.D.Hill & P.Vatcharakorn",VU,-0.84,416,8.59,366,shrub,383419
297024-1,Cycadaceae,Cycas,pruinosa,Cycas pruinosa,Maconochie,LC,-8,874,6.73,540,shrub,383420
328823-2,Cycadaceae,Cycas,revoluta,Cycas revoluta,Thunb.,LC,-7.63,791,9.67,313,shrub,383421
297030-1,Cycadaceae,Cycas,riuminiana,Cycas riuminiana,M.Porte ex Regel,EN,0.95,294,6.14,617,shrub,383424
326820-2,Cycadaceae,Cycas,rumphii,Cycas rumphii,Miq.,NT,-3.5,593,7.57,439,shrub or tree,383425
20006946-1,Cycadaceae,Cycas,zeylanica,Cycas zeylanica,(J.Schust.) A.Lindstr. & K.D.Hill,NE,1.91,86,6.95,505,shrub or tree,383474
77122346-1,Cycadaceae,Cycas,sancti-lasallei,Cycas sancti-lasallei,Agoo & Madulid,NE,1.86,102,6.62,549,shrub,472815
77091353-1,Cycadaceae,Cycas,saxatilis,Cycas saxatilis,K.D.Hill & A.Lindstr.,VU,-1.12,453,6.55,561,shrub,381494
297033-1,Cycadaceae,Cycas,schumanniana,Cycas schumanniana,Lauterb.,NT,-3.99,646,4.65,855,shrub,383436
297034-1,Cycadaceae,Cycas,scratchleyana,Cycas scratchleyana,F.Muell.,NT,-3.58,600,6.97,499,shrub or tree,383437
297035-1,Cycadaceae,Cycas,seemannii,Cycas seemannii,A.Braun,VU,-1.15,454,6.35,579,shrub or tree,383438
984841-1,Cycadaceae,Cycas,segmentifida,Cycas segmentifida,D.Y.Wang & C.Y.Deng,VU,-0.64,401,10.51,268,subshrub,383439
992104-1,Cycadaceae,Cycas,semota,Cycas semota,K.D.Hill,VU,-1.5,492,4.46,889,shrub,383440
988620-1,Cycadaceae,Cycas,sexseminifera,Cycas sexseminifera,F.N.Wei,NT,-3.5,590,7.58,434,shrub,383442
297043-1,Cycadaceae,Cycas,taiwaniana,Cycas taiwaniana,Carruth.,VU,-1.05,440,6.99,496,shrub,383457
297036-1,Cycadaceae,Cycas,siamensis,Cycas siamensis,Miq.,VU,-1.01,435,7.28,471,subshrub or shrub,383445
968176-1,Cycadaceae,Cycas,silvestris,Cycas silvestris,K.D.Hill,VU,-1.46,487,4.65,854,shrub,383448
988558-1,Cycadaceae,Cycas,simplicipinna,Cycas simplicipinna,(Smitinand) K.D.Hill,NT,-3.45,583,7.91,407,subshrub,383449
297038-1,Cycadaceae,Cycas,sphaerica,Cycas sphaerica,Roxb.,DD,1.7,140,5.62,684,shrub or tree,383451
77102392-1,Cycadaceae,Cycas,sundaica,Cycas sundaica,Miq. ex A.Lindstr. & K.D.Hill,NE,1.88,96,6.76,534,shrub,457044
297042-1,Cycadaceae,Cycas,szechuanensis,Cycas szechuanensis,W.C.Cheng & L.K.Fu,CR,1.81,113,6.27,595,subshrub or shrub,383455
328823-2,Cycadaceae,Cycas,revoluta,Cycas revoluta,Thunb.,EN,1.4,222,9.67,314,shrub,383421
297043-1,Cycadaceae,Cycas,taiwaniana,Cycas taiwaniana,Carruth.,EN,0.97,288,6.27,596,shrub,383457
993117-1,Cycadaceae,Cycas,tanqingii,Cycas tanqingii,D.Y.Wang,NT,-3.41,579,8.24,385,shrub,383458
1007292-1,Cycadaceae,Cycas,tansachana,Cycas tansachana,K.D.Hill & S.L.Yang,CR,1.98,79,7.44,456,shrub,383459
77117742-1,Cycadaceae,Cycas,terryana,Cycas terryana,P.I.Forst.,NE,1.88,95,6.78,528,shrub,472080
297044-1,Cycadaceae,Cycas,thouarsii,Cycas thouarsii,R.Br.,LC,-7.96,863,6.99,498,shrub or tree,383460
60436313-2,Cycadaceae,Cycas,tropophylla,Cycas tropophylla,K.D.Hill & P.K.Lôc,NT,-3.47,586,7.76,419,shrub,383463
992103-1,Cycadaceae,Cycas,tuckeri,Cycas tuckeri,K.D.Hill,VU,-1.09,446,6.73,538,shrub,383464
77091355-1,Cycadaceae,Cycas,vespertilio,Cycas vespertilio,A.Lindstr. & K.D.Hill,NE,1.7,137,5.65,679,shrub,381498
297051-1,Cycadaceae,Cycas,wadei,Cycas wadei,Merr.,CR,1.89,93,6.81,522,shrub or tree,383467
992107-1,Cycadaceae,Cycas,xipholepis,Cycas xipholepis,K.D.Hill,LC,-8.14,917,5.82,662,shrub,383471
992101-1,Cycadaceae,Cycas,yorkiana,Cycas yorkiana,K.D.Hill,NT,-4.03,651,4.47,887,shrub,383472
77069516-1,Cycadaceae,Cycas,zambalensis,Cycas zambalensis,Madulid & Agoo,CR,1.87,100,6.71,543,shrub,383473
20006946-1,Cycadaceae,Cycas,zeylanica,Cycas zeylanica,(J.Schust.) A.Lindstr. & K.D.Hill,VU,-0.87,417,8.34,380,shrub or tree,383474
687943-1,Podocarpaceae,Dacrycarpus,cinctus,Dacrycarpus cinctus,(Pilg.) de Laub.,LC,-7.3,752,13.5,205,tree,383478
687944-1,Podocarpaceae,Dacrycarpus,compactus,Dacrycarpus compactus,(Wasscher) de Laub.,LC,-7.16,742,15.6,185,tree,383479
687945-1,Podocarpaceae,Dacrycarpus,cumingii,Dacrycarpus cumingii,(Parl.) de Laub.,LC,-6.32,693,35.92,51,tree,383480
687947-1,Podocarpaceae,Dacrycarpus,dacrydioides,Dacrycarpus dacrydioides,(A.Rich.) de Laub.,LC,-6.61,707,27.05,77,tree,383482
687948-1,Podocarpaceae,Dacrycarpus,expansus,Dacrycarpus expansus,de Laub.,LC,-7.16,743,15.6,186,tree,383483
687949-1,Podocarpaceae,Dacrycarpus,imbricatus,Dacrycarpus imbricatus,(Blume) de Laub.,LC,-7.16,744,15.56,187,tree,383484
687951-1,Podocarpaceae,Dacrycarpus,kinabaluensis,Dacrycarpus kinabaluensis,(Wasscher) de Laub.,LC,-7.3,753,13.5,206,tree,383489
687954-1,Podocarpaceae,Dacrycarpus,steupii,Dacrycarpus steupii,(Wasscher) de Laub.,NT,-2.47,533,21.08,133,tree,383492
687955-1,Podocarpaceae,Dacrycarpus,vieillardii,Dacrycarpus vieillardii,(Parl.) de Laub.,LC,-6.55,703,28.51,72,tree,383493
261997-1,Podocarpaceae,Dacrydium,araucarioides,Dacrydium araucarioides,Brongn. & Gris,LC,-7.63,789,9.75,309,shrub or tree,383495
261999-1,Podocarpaceae,Dacrydium,balansae,Dacrydium balansae,Brongn. & Gris,LC,-7.65,795,9.53,320,tree,383497
262000-1,Podocarpaceae,Dacrydium,beccarii,Dacrydium beccarii,Parl.,LC,-7.57,774,10.31,279,tree,383498
828275-1,Podocarpaceae,Dacrydium,comosum,Dacrydium comosum,Corner,EN,1.45,218,10.19,282,tree,383502
935581-1,Podocarpaceae,Dacrydium,cornwallianum,Dacrydium cornwallianum,de Laub.,LC,-7.7,810,9.01,348,tree,383503
60471363-2,Podocarpaceae,Dacrydium,cupressinum,Dacrydium cupressinum,Sol. ex G.Forst.,LC,-7.02,732,17.81,164,tree,383505
262007-1,Podocarpaceae,Dacrydium,elatum,Dacrydium elatum,(Roxb.) Wall. ex Hook.,LC,-7.6,775,10.01,292,tree,383507
935583-1,Podocarpaceae,Dacrydium,ericoides,Dacrydium ericoides,de Laub.,LC,-7.57,770,10.35,273,tree,383510
828276-1,Podocarpaceae,Dacrydium,gibbsiae,Dacrydium gibbsiae,Stapf,LC,-7.37,758,12.63,217,tree,383517
935582-1,Podocarpaceae,Dacrydium,gracile,Dacrydium gracile,de Laub.,NT,-3.2,558,10.18,283,tree,383518
828277-1,Podocarpaceae,Dacrydium,guillauminii,Dacrydium guillauminii,J.Buchholz,CR,2.21,46,9.44,324,shrub,383519
945641-1,Podocarpaceae,Dacrydium,leptophyllum,Dacrydium leptophyllum,(Wasscher) de Laub.,VU,-0.8,414,9.03,344,tree,383525
262020-1,Podocarpaceae,Dacrydium,lycopodioides,Dacrydium lycopodioides,Brongn. & Gris,NT,-3.28,566,9.44,325,tree,383526
687956-1,Podocarpaceae,Dacrydium,magnum,Dacrydium magnum,de Laub.,NT,-3.39,577,8.45,375,tree,383527
687958-1,Podocarpaceae,Dacrydium,medium,Dacrydium medium,de Laub.,VU,-0.8,415,9.03,345,tree,383529
687959-1,Podocarpaceae,Dacrydium,nausoriense,Dacrydium nausoriense,de Laub.,EN,1.39,223,9.53,319,tree,383530
687960-1,Podocarpaceae,Dacrydium,nidulum,Dacrydium nidulum,de Laub.,LC,-7.63,790,9.7,311,tree,383531
828278-1,Podocarpaceae,Dacrydium,novoguineense,Dacrydium novoguineense,Gibbs,LC,-7.65,796,9.5,321,tree,383533
687961-1,Podocarpaceae,Dacrydium,pectinatum,Dacrydium pectinatum,de Laub.,EN,1.44,219,10.01,291,tree,383536
687962-1,Podocarpaceae,Dacrydium,spathoides,Dacrydium spathoides,de Laub.,NT,-3.2,560,10.15,285,tree,383539
828280-1,Podocarpaceae,Dacrydium,xanthandrum,Dacrydium xanthandrum,Pilg.,LC,-7.77,822,8.45,376,tree,383545
80644-2,Zamiaceae,Dioon,angustifolium,Dioon angustifolium,Miq.,VU,-0.56,394,11.41,243,shrub,383581
20012298-1,Zamiaceae,Dioon,argenteum,Dioon argenteum,"T.J.Greg., Chemnick, Salas-Mor. & Vovides",VU,-0.47,391,12.5,221,shrub or tree,383582
80645-2,Zamiaceae,Dioon,califanoi,Dioon califanoi,De Luca & Sabato,EN,1.59,180,11.7,237,shrub or tree,383583
80646-2,Zamiaceae,Dioon,caputoi,Dioon caputoi,"De Luca, Sabato & Vázq.Torres",EN,1.63,163,12.14,226,shrub,383584
30164992-2,Zamiaceae,Dioon,edule,Dioon edule,Lindl.,NT,-2.64,537,17.88,163,shrub or tree,383585
80652-2,Zamiaceae,Dioon,holmgrenii,Dioon holmgrenii,"De Luca, Sabato & Vázq.Torres",EN,1.55,192,11.22,249,tree,383592
275894-2,Zamiaceae,Dioon,pectinatum,Dioon pectinatum,Mast.,LC,-6.98,726,18.55,155,shrub,536881
80654-2,Zamiaceae,Dioon,merolae,Dioon merolae,"De Luca, Sabato & Vázq.Torres",VU,-0.65,402,10.4,269,shrub or tree,383595
80655-2,Zamiaceae,Dioon,purpusii,Dioon purpusii,Rose,VU,-0.65,403,10.4,270,shrub or tree,383596
80657-2,Zamiaceae,Dioon,rzedowskii,Dioon rzedowskii,"De Luca, A.Moretti, Sabato & Vázq.Torres",EN,2.05,72,18.55,154,tree,383597
1001655-1,Zamiaceae,Dioon,sonorense,Dioon sonorense,"(De Luca, Sabato & Vázq.Torres) Chemnick, T.J.Greg. & Salas-Mor.",EN,1.5,206,10.66,263,subshrub or shrub,383598
297061-1,Zamiaceae,Dioon,spinulosum,Dioon spinulosum,Dyer ex Eichl.,EN,2.17,54,20.94,137,tree,383599
77096675-1,Zamiaceae,Dioon,stevensonii,Dioon stevensonii,Nic.-Mor. & Vovides,NE,2.33,38,10.55,265,shrub,457149
315001-2,Zamiaceae,Dioon,tomasellii,Dioon tomasellii,"De Luca, Sabato & Vázq.Torres",VU,-0.64,400,10.55,266,shrub,383601
262058-1,Cupressaceae,Diselma,archeri,Diselma archeri,Hook.f.,LC,-7.11,740,16.26,180,shrub or tree,385055
939873-1,Zamiaceae,Encephalartos,aemulans,Encephalartos aemulans,Vorster,CR,1.82,109,6.37,574,shrub,385135
297067-1,Zamiaceae,Encephalartos,altensteinii,Encephalartos altensteinii,Lehm.,VU,-0.66,404,10.38,271,tree,385136
988638-1,Zamiaceae,Encephalartos,aplanatus,Encephalartos aplanatus,Vorster,VU,-1.63,498,3.9,978,shrub,385147
871771-1,Zamiaceae,Encephalartos,arenarius,Encephalartos arenarius,R.A.Dyer,EN,0.92,297,5.95,642,shrub,385148
297068-1,Zamiaceae,Encephalartos,barteri,Encephalartos barteri,Carruth. ex Miq.,VU,-1.53,494,4.32,915,shrub,385149
988639-1,Zamiaceae,Encephalartos,brevifoliolatus,Encephalartos brevifoliolatus,Vorster,EW,1.62,165,5.22,759,shrub,385152
871772-1,Zamiaceae,Encephalartos,bubalinus,Encephalartos bubalinus,Melville,NT,-4.36,673,3.19,1068,shrub,385153
297071-1,Zamiaceae,Encephalartos,caffer,Encephalartos caffer,(Thunb.) Lehm.,NT,-3.52,596,7.37,460,subshrub,385154
77176998-1,Zamiaceae,Encephalartos,cerinus,Encephalartos cerinus,Lavranos & D.L.Goode,CR,1.82,112,6.35,578,subshrub,385159
871773-1,Zamiaceae,Encephalartos,chimanimaniensis,Encephalartos chimanimaniensis,R.A.Dyer & I.Verd.,EN,0.44,354,3.71,1004,shrub,385160
871774-1,Zamiaceae,Encephalartos,concinnus,Encephalartos concinnus,R.A.Dyer & I.Verd.,EN,0.65,331,4.57,868,shrub,385161
871775-1,Zamiaceae,Encephalartos,cupidus,Encephalartos cupidus,R.A.Dyer,CR,1.9,89,6.86,515,subshrub,385162
297076-1,Zamiaceae,Encephalartos,cycadifolius,Encephalartos cycadifolius,(Jacq.) Lehm.,LC,-8.54,1036,3.92,975,shrub,385163
975402-1,Zamiaceae,Encephalartos,delucanus,Encephalartos delucanus,"Malaisse, Sclavo & Crosiers",EN,0.88,302,5.75,666,shrub,385167
935030-1,Zamiaceae,Encephalartos,dolomiticus,Encephalartos dolomiticus,Lavranos & D.L.Goode,CR,1.31,235,3.83,993,shrub,385169
935031-1,Zamiaceae,Encephalartos,dyerianus,Encephalartos dyerianus,Lavranos & D.L.Goode,CR,1.13,265,3.2,1065,shrub,385172
984896-1,Zamiaceae,Encephalartos,equatorialis,Encephalartos equatorialis,P.J.H.Hurter,CR,1.3,238,3.8,996,tree,385174
297082-1,Zamiaceae,Encephalartos,eugene-maraisii,Encephalartos eugene-maraisii,I.Verd.,EN,0.51,348,3.95,970,shrub,385175
297084-1,Zamiaceae,Encephalartos,ferox,Encephalartos ferox,G.Bertol.,NT,-4.27,667,3.5,1035,shrub,385178
974651-1,Zamiaceae,Encephalartos,schaijesii,Encephalartos schaijesii,"Malaisse, Sclavo & Crosiers",NE,1.51,201,4.69,849,shrub,385243
297086-1,Zamiaceae,Encephalartos,friderici-guilielmi,Encephalartos friderici-guilielmi,Lehm.,NT,-4.3,669,3.39,1043,shrub,385180
297087-1,Zamiaceae,Encephalartos,ghellinckii,Encephalartos ghellinckii,Lem.,VU,-1.78,509,3.39,1042,shrub,385181
297090-1,Zamiaceae,Encephalartos,gratus,Encephalartos gratus,Prain,VU,-1.11,451,6.57,556,shrub,385183
871777-1,Zamiaceae,Encephalartos,heenanii,Encephalartos heenanii,R.A.Dyer,CR,1.64,161,5.31,751,shrub,385185
297092-1,Zamiaceae,Encephalartos,hildebrandtii,Encephalartos hildebrandtii,A.Braun & C.D.Bouché,NT,-4.03,654,4.44,902,tree,385186
988636-1,Zamiaceae,Encephalartos,hirsutus,Encephalartos hirsutus,P.J.H.Hurter,CR,1.43,220,4.32,914,shrub,385187
297093-1,Zamiaceae,Encephalartos,horridus,Encephalartos horridus,(Jacq.) Lehm.,EN,0.91,299,5.89,647,shrub,385188
297094-1,Zamiaceae,Encephalartos,humilis,Encephalartos humilis,I.Verd.,VU,-1.84,513,3.17,1071,subshrub,385193
871778-1,Zamiaceae,Encephalartos,inopinus,Encephalartos inopinus,R.A.Dyer,CR,1.52,198,4.73,838,shrub,385195
940530-1,Zamiaceae,Encephalartos,ituriensis,Encephalartos ituriensis,Bamps & Lisowski,NT,-4.02,649,4.5,882,shrub,385196
939351-1,Zamiaceae,Encephalartos,kisambo,Encephalartos kisambo,Faden & Beentje,EN,0.55,343,4.11,945,shrub,385197
297098-1,Zamiaceae,Encephalartos,laevifolius,Encephalartos laevifolius,Stapf & Burtt Davy,CR,1.12,268,3.17,1070,shrub,385199
297099-1,Zamiaceae,Encephalartos,lanatus,Encephalartos lanatus,Stapf & Burtt Davy,NT,-4.11,661,4.1,946,shrub,385200
297103-1,Zamiaceae,Encephalartos,latifrons,Encephalartos latifrons,Lehm.,CR,1.91,85,6.95,504,shrub,385203
297104-1,Zamiaceae,Encephalartos,laurentianus,Encephalartos laurentianus,De Wild.,NT,-4.24,664,3.61,1017,tree,385204
297106-1,Zamiaceae,Encephalartos,lebomboensis,Encephalartos lebomboensis,I.Verd.,EN,0.68,327,4.72,839,shrub,385205
297107-1,Zamiaceae,Encephalartos,lehmannii,Encephalartos lehmannii,Lehm.,NT,-3.74,619,5.95,643,shrub,385206
297110-1,Zamiaceae,Encephalartos,longifolius,Encephalartos longifolius,(Jacq.) Lehm.,NT,-3.52,597,7.37,461,shrub,385211
20008491-1,Zamiaceae,Encephalartos,mackenziei,Encephalartos mackenziei,L.E.Newton,NT,-3.97,643,4.73,837,shrub or tree,385216
995795-1,Zamiaceae,Encephalartos,macrostrobilus,Encephalartos macrostrobilus,Scott Jones & Wynants,EN,0.63,337,4.45,894,shrub,385217
297114-1,Zamiaceae,Encephalartos,manikensis,Encephalartos manikensis,(Gilliland) Gilliland,VU,-1.71,504,3.61,1016,shrub,385218
871779-1,Zamiaceae,Encephalartos,marunguensis,Encephalartos marunguensis,Devred,VU,-1.83,512,3.2,1066,shrub,385220
936940-1,Zamiaceae,Encephalartos,middelburgensis,Encephalartos middelburgensis,"Vorster, Robbertse & S.van der Westh.",CR,1.9,90,6.86,516,shrub,385222
989158-1,Zamiaceae,Encephalartos,msinganus,Encephalartos msinganus,Vorster,CR,1.13,266,3.19,1067,shrub,385225
871780-1,Zamiaceae,Encephalartos,munchii,Encephalartos munchii,R.A.Dyer & I.Verd.,CR,1.49,209,4.57,867,shrub,385226
297120-1,Zamiaceae,Encephalartos,natalensis,Encephalartos natalensis,R.A.Dyer & I.Verd.,NT,-4.02,650,4.49,885,tree,385228
297121-1,Zamiaceae,Encephalartos,ngoyanus,Encephalartos ngoyanus,I.Verd.,VU,-1.65,499,3.84,992,tree,385229
986593-1,Zamiaceae,Encephalartos,nubimontanus,Encephalartos nubimontanus,P.J.H.Hurter,EW,1.31,236,3.83,994,shrub,385230
297123-1,Zamiaceae,Encephalartos,paucidentatus,Encephalartos paucidentatus,Stapf & Burtt Davy,VU,-1.09,448,6.71,542,shrub,385232
297125-1,Zamiaceae,Encephalartos,poggei,Encephalartos poggei,Asch.,LC,-8.35,974,4.72,840,shrub,385234
871781-1,Zamiaceae,Encephalartos,princeps,Encephalartos princeps,R.A.Dyer,VU,-1.01,436,7.28,473,shrub,385236
871782-1,Zamiaceae,Encephalartos,pterogonus,Encephalartos pterogonus,R.A.Dyer & I.Verd.,CR,1.52,199,4.72,841,shrub,385238
20002658-1,Zamiaceae,Encephalartos,relictus,Encephalartos relictus,P.J.H.Hurter,EW,1.16,262,3.29,1049,shrub,385242
974651-1,Zamiaceae,Encephalartos,schaijesii,Encephalartos schaijesii,"Malaisse, Sclavo & Crosiers",VU,-1.85,514,3.15,1072,shrub,385243
871783-1,Zamiaceae,Encephalartos,schmitzii,Encephalartos schmitzii,Malaisse,VU,-1.85,515,3.15,1073,shrub,385244
937652-1,Zamiaceae,Encephalartos,sclavoi,Encephalartos sclavoi,"De Luca, D.W.Stev. & A.Moretti",CR,1.38,225,4.11,944,shrub,385245
