powo_id,family,genus,species,taxon_name,taxon_authors,Threat.status,EDGE,EDGE_rank,ED,ED_rank,lifeform_description,accepted_plant_name_id
300931-2,Zamiaceae,Zamia,cunaria,Zamia cunaria,Dressler & D.W.Stev.,VU,-0.95,424,7.71,423,subshrub,378883
77103403-1,Zamiaceae,Zamia,decumbens,Zamia decumbens,"Calonje, Meerman, M.P.Griff. & Hoese",NE,1.65,157,5.39,743,subshrub,462008
20009733-1,Zamiaceae,Zamia,disodon,Zamia disodon,D.W.Stev. & Sabato,CR,1.72,134,5.75,667,subshrub,378890
304155-2,Zamiaceae,Zamia,dressleri,Zamia dressleri,D.W.Stev.,EN,1.08,272,7.03,494,subshrub or shrub,378891
319667-2,Zamiaceae,Zamia,elegantissima,Zamia elegantissima,"Schutzman, Vovides & R.S.Adams",EN,1.1,271,7.14,487,perennial or subshrub,378887
20009734-1,Zamiaceae,Zamia,encephalartoides,Zamia encephalartoides,D.W.Stev.,VU,-1.21,460,5.95,640,subshrub,378871
270517-2,Zamiaceae,Zamia,erosa,Zamia erosa,O.F.Cook & G.N.Collins,VU,-1.11,452,6.56,559,subshrub,378938
270518-2,Zamiaceae,Zamia,fairchildiana,Zamia fairchildiana,L.D.Gómez,NT,-4.03,652,4.44,900,subshrub or shrub,378873
871791-1,Zamiaceae,Zamia,fischeri,Zamia fischeri,Miq. ex Lem.,EN,0.87,304,5.66,676,subshrub,378875
270522-2,Zamiaceae,Zamia,furfuracea,Zamia furfuracea,L.f. ex Aiton,EN,0.41,356,3.58,1021,subshrub,378868
315483-2,Zamiaceae,Zamia,gentryi,Zamia gentryi,Dodson,CR,1.69,142,5.6,691,subshrub,378909
60457402-2,Zamiaceae,Zamia,gomeziana,Zamia gomeziana,R.H.Acuña,NE,1.69,146,5.57,699,subshrub,468344
77123077-1,Zamiaceae,Zamia,grijalvensis,Zamia grijalvensis,"Pérez-Farr., Vovides & Mart.-Camilo",NE,1.67,152,5.48,721,subshrub,474765
77094710-1,Zamiaceae,Zamia,hamannii,Zamia hamannii,"A.S.Taylor, J.L.Haynes & Holzman",NE,1.61,171,5.16,765,subshrub,381611
270526-2,Zamiaceae,Zamia,herrerae,Zamia herrerae,Calderón & Standl.,VU,-1.49,490,4.5,880,subshrub,378916
20009735-1,Zamiaceae,Zamia,hymenophyllidia,Zamia hymenophyllidia,D.W.Stev.,CR,2.1,63,8.41,379,subshrub,378899
77094712-1,Zamiaceae,Zamia,imperialis,Zamia imperialis,"A.S.Taylor, J.L.Haynes & Holzman",NE,1.68,148,5.55,704,subshrub,381612
77103615-1,Zamiaceae,Zamia,incognita,Zamia incognita,A.Lindstr. & Idarraga,NE,1.62,166,5.21,760,subshrub,462007
903407-1,Zamiaceae,Zamia,inermis,Zamia inermis,"Vovides, J.D.Rees & Vázq.Torres",CR,1.75,127,5.93,644,subshrub,378897
270527-2,Zamiaceae,Zamia,integrifolia,Zamia integrifolia,L.f.,NT,-3.68,612,6.33,584,subshrub,378895
301987-2,Zamiaceae,Zamia,ipetiensis,Zamia ipetiensis,D.W.Stev.,EN,1.06,279,6.88,510,subshrub,378896
317130-2,Zamiaceae,Zamia,lacandona,Zamia lacandona,Schutzman & Vovides,EN,0.41,357,3.57,1023,subshrub,378901
270531-2,Zamiaceae,Zamia,lecointei,Zamia lecointei,Ducke,NT,-3.68,611,6.33,583,subshrub,378853
297321-1,Zamiaceae,Zamia,lindenii,Zamia lindenii,Regel ex André,NE,1.66,155,5.45,733,shrub or tree,378830
297323-1,Zamiaceae,Zamia,lindleyi,Zamia lindleyi,Warsz. ex A.Dietr.,NE,1.64,162,5.3,753,subshrub,378841
297327-1,Zamiaceae,Zamia,loddigesii,Zamia loddigesii,Miq.,NT,-4.25,666,3.58,1022,subshrub,378836
270540-2,Zamiaceae,Zamia,lucayana,Zamia lucayana,Britton,EN,0.8,314,5.32,749,subshrub,378838
60430713-2,Zamiaceae,Zamia,macrochiera,Zamia macrochiera,D.W.Stev.,CR,1.68,149,5.53,710,subshrub,378935
297335-1,Zamiaceae,Zamia,manicata,Zamia manicata,Linden ex Regel,NT,-3.79,624,5.65,678,subshrub,378813
60452463-2,Zamiaceae,Zamia,meermanii,Zamia meermanii,Calonje,NE,1.67,153,5.47,722,subshrub,459758
20009736-1,Zamiaceae,Zamia,melanorrhachis,Zamia melanorrhachis,D.W.Stev.,EN,0.82,312,5.43,736,subshrub,378815
297340-1,Zamiaceae,Zamia,montana,Zamia montana,A.Braun,CR,1.69,145,5.57,698,subshrub or shrub,378820
270550-2,Zamiaceae,Zamia,monticola,Zamia monticola,Chamb.,CR,1.59,181,5.07,777,subshrub,378821
270552-2,Zamiaceae,Zamia,muricata,Zamia muricata,Willd.,NT,-3.67,610,6.34,582,subshrub,378823
77128872-1,Zamiaceae,Zamia,nana,Zamia nana,"A.Lindstr., Calonje, D.W.Stev. & A.S.Taylor",NE,1.75,129,5.92,646,NA,493663
77094711-1,Zamiaceae,Zamia,nesophila,Zamia nesophila,"A.S.Taylor, J.L.Haynes & Holzman",NE,1.76,122,5.99,631,subshrub,381613
301988-2,Zamiaceae,Zamia,neurophyllidia,Zamia neurophyllidia,D.W.Stev.,VU,-1.08,444,6.82,521,subshrub or shrub,378825
297347-1,Zamiaceae,Zamia,obliqua,Zamia obliqua,A.Braun,NT,-3.2,559,10.18,284,subshrub or shrub,378840
60427055-2,Zamiaceae,Zamia,oligodonta,Zamia oligodonta,Calderón & D.W.Stev.,DD,1.73,132,5.82,663,perennial or subshrub,378948
77097838-1,Zamiaceae,Zamia,onan-reyesii,Zamia onan-reyesii,C.Nelson & Sandoval,NE,1.7,141,5.62,687,subshrub,459759
77097835-1,Zamiaceae,Zamia,oreillyi,Zamia oreillyi,C.Nelson,VU,-1.29,465,5.52,713,subshrub,459760
77177115-1,Zamiaceae,Zamia,paucijuga,Zamia paucijuga,Wieland,NT,-4.01,647,4.55,872,subshrub,386716
270556-2,Zamiaceae,Zamia,poeppigiana,Zamia poeppigiana,Mart. & Eichler,NT,-3.58,602,6.95,503,shrub,378859
270557-2,Zamiaceae,Zamia,portoricensis,Zamia portoricensis,Urb.,EN,0.92,296,5.95,641,subshrub,378861
297357-1,Zamiaceae,Zamia,prasina,Zamia prasina,W.Bull,CR,1.22,251,3.51,1033,subshrub,378863
270558-2,Zamiaceae,Zamia,pseudomonticola,Zamia pseudomonticola,L.D.Gómez,NT,-4.03,653,4.44,901,subshrub,378866
297360-1,Zamiaceae,Zamia,pseudoparasitica,Zamia pseudoparasitica,J.Yates,NT,-3.36,574,8.72,359,epiphytic subshrub,378865
270561-2,Zamiaceae,Zamia,pumila,Zamia pumila,L.,NT,-3.75,621,5.85,655,subshrub,378846
903408-1,Zamiaceae,Zamia,purpurea,Zamia purpurea,"Vovides, J.D.Rees & Vázq.Torres",CR,1.22,252,3.51,1034,subshrub,378851
270563-2,Zamiaceae,Zamia,pygmaea,Zamia pygmaea,Sims,CR,1.89,91,6.84,519,subshrub,378845
77106614-1,Zamiaceae,Zamia,pyrophylla,Zamia pyrophylla,"Calonje, D.W.Stev. & A.Lindstr.",NE,1.68,151,5.51,714,subshrub,462009
77097814-1,Zamiaceae,Zamia,restrepoi,Zamia restrepoi,(D.W.Stev.) A.Lindstr.,CR,1.7,138,5.65,681,subshrub,459761
297372-1,Zamiaceae,Zamia,roezlii,Zamia roezlii,Regel ex Linden,NT,-3.82,629,5.5,715,subshrub or shrub,378848
77097834-1,Zamiaceae,Zamia,sandovalii,Zamia sandovalii,C.Nelson,NT,-3.77,623,5.74,668,subshrub or lithophyte,459762
297378-1,Zamiaceae,Zamia,skinneri,Zamia skinneri,Warsz. ex A.Dietr.,EN,0.84,309,5.5,717,subshrub or shrub,378785
287153-2,Zamiaceae,Zamia,soconuscensis,Zamia soconuscensis,"Schutzman, Vovides & Dehgan",VU,-1.01,438,7.27,475,subshrub,378767
270570-2,Zamiaceae,Zamia,spartea,Zamia spartea,A.DC.,CR,2.05,73,8.01,401,subshrub,378769
287154-2,Zamiaceae,Zamia,standleyi,Zamia standleyi,Schutzman,VU,-0.91,419,8.02,400,subshrub,378781
77124589-1,Zamiaceae,Zamia,stevensonii,Zamia stevensonii,A.S.Taylor & Holzman,NE,1.71,136,5.69,675,NA,493672
270572-2,Zamiaceae,Zamia,stricta,Zamia stricta,Miq.,VU,-1.25,464,5.72,672,subshrub,378766
60458173-2,Zamiaceae,Zamia,tolimensis,Zamia tolimensis,"Calonje, H.E.Esquivel & D.W.Stev.",NE,1.69,143,5.57,696,subshrub,475370
270575-2,Zamiaceae,Zamia,tuerckheimii,Zamia tuerckheimii,Donn.Sm.,NT,-3.94,640,4.88,808,subshrub,378772
270576-2,Zamiaceae,Zamia,ulei,Zamia ulei,Dammer,NT,-3.8,626,5.62,686,subshrub,378753
307164-2,Zamiaceae,Zamia,urep,Zamia urep,B.Walln.,CR,1.78,115,6.12,618,subshrub,378756
297402-1,Zamiaceae,Zamia,variegata,Zamia variegata,Warsz.,EN,0.99,285,6.42,572,subshrub,378758
319963-2,Zamiaceae,Zamia,vazquezii,Zamia vazquezii,"D.W.Stev., Sabato & De Luca",CR,1.6,175,5.1,769,subshrub,378765
297405-1,Zamiaceae,Zamia,verschaffeltii,Zamia verschaffeltii,Miq.,EN,0.46,353,3.76,999,subshrub,378761
77176960-1,Zamiaceae,Zamia,wallisii,Zamia wallisii,H.J.Veitch,CR,1.76,123,5.97,636,subshrub,378782
